"nome_fantasia","data_inicio_atividades","cnae_fiscal","cep","municipio","porte","dist_1","dist_2","dist_3","dist_4"
"PORTUGAL TINTAS","20110517","4741500","43815450","3429","1","NaN","NaN","NaN","NaN"
"POSITIVE NET","20100527","6190601","48108000","3259","1","NaN","NaN","NaN","NaN"
"POSSANTE TRANSPORTE","19890804","4530703","45400000","3957","5","NaN","NaN","NaN","NaN"
"POSTES CEPRAL","20091023","8219999","45020765","3965","5","NaN","NaN","NaN","NaN"
"POSTO 5 IRMAOS","20060621","4731800","48660000","3453","1","NaN","NaN","NaN","NaN"
"POSTO 95","20080721","4731800","47850000","1112","1","NaN","NaN","NaN","NaN"
"POSTO ADRIELE","20020618","4520005","44005000","3515","5","NaN","NaN","NaN","NaN"
"POSTO ALEGRE","20080514","4731800","46200000","3473","3","NaN","NaN","NaN","NaN"
"POSTO ALIANCA","19941124","4731800","47300000","3443","1","NaN","NaN","NaN","NaN"
"POSTO ALPHAVILLE","19970704","4731800","41730101","3849","5","NaN","NaN","NaN","NaN"
"POSTO ALTO BOA VISTA","20100202","4731800","48130000","3343","5","NaN","NaN","NaN","NaN"
"POSTO ANEL VIARIO","20011008","4731800","45023490","3965","5","NaN","NaN","NaN","NaN"
"POSTO ANGARY","19860509","4731800","48905350","3669","5","NaN","NaN","NaN","NaN"
"POSTO ATALAIA","19790419","4731800","44430090","3873","5","NaN","NaN","NaN","NaN"
"POSTO ATALAIA","19980121","4731800","45601560","3597","5","NaN","NaN","NaN","NaN"
"POSTO ATLANTIC","19720519","4784900","46100000","3391","1","NaN","NaN","NaN","NaN"
"POSTO ATRATIVO","20100621","4731800","48480000","3491","5","NaN","NaN","NaN","NaN"
"POSTO AVENIDA","20111116","4731800","44895000","3075","1","NaN","NaN","NaN","NaN"
"POSTO BAHIA","20100928","4731800","46640000","3645","3","NaN","NaN","NaN","NaN"
"POSTO BARRETO","20040511","4731800","45450000","3523","3","NaN","NaN","NaN","NaN"
"POSTO BRASIL 04","20000517","4731800","48790000","3937","5","NaN","NaN","NaN","NaN"
"POSTO BRASILIA","20071220","4731800","47970000","3825","3","NaN","NaN","NaN","NaN"
"POSTO BRASINHA","19720802","4731800","44001775","3515","5","NaN","NaN","NaN","NaN"
"POSTO CARAVELAS","19761008","4731800","44255000","3591","3","NaN","NaN","NaN","NaN"
"POSTO CARVALHO","20040528","4731800","44640000","3827","1","NaN","NaN","NaN","NaN"
"POSTO CD","20030115","4731800","44700000","3651","5","NaN","NaN","NaN","NaN"
"POSTO CD","19840918","4930203","44700000","3651","5","NaN","NaN","NaN","NaN"
"POSTO CENTRO ADMINISTRATIVO","19830217","4731800","41630350","3849","1","NaN","NaN","NaN","NaN"
"POSTO CIDADE","19990319","4731800","45820130","3117","3","NaN","NaN","NaN","NaN"
"POSTO CIDADE","20110527","4731800","48900990","3669","5","NaN","NaN","NaN","NaN"
"POSTO CONCEICAO","19980827","4731800","44320000","3463","1","NaN","NaN","NaN","NaN"
"POSTO CONTORNO","20040609","4731800","48970000","3901","5","NaN","NaN","NaN","NaN"
"POSTO CONTORNO","20120306","4731800","44076822","3515","5","NaN","NaN","NaN","NaN"
"POSTO COOLEITE","19890808","4731800","45700000","3629","5","NaN","NaN","NaN","NaN"
"POSTO COPACABANA","20010405","4731800","46300000","3399","3","NaN","NaN","NaN","NaN"
"POSTO COROA","20111124","4731800","44470000","3963","5","NaN","NaN","NaN","NaN"
"POSTO CRUZ DAS ALMAS","20011205","4731800","44380000","3495","5","NaN","NaN","NaN","NaN"
"POSTO DE ABASTECIMENTO VITORIA","20100915","4731800","48490000","3575","1","NaN","NaN","NaN","NaN"
"POSTO DE ABASTECIMENTO XIQUE-XIQUE","20081113","4731800","47400000","3971","1","NaN","NaN","NaN","NaN"
"POSTO DE COMBUSTIVEIS LIDER","20010622","4731800","44245000","3469","1","NaN","NaN","NaN","NaN"
"POSTO DE COMBUSTIVEIS LTDA","19961017","4731800","46960000","3687","1","NaN","NaN","NaN","NaN"
"POSTO DE LAVAGEM ALTO MARON","20010629","4520005","45005036","3965","1","NaN","NaN","NaN","NaN"
"POSTO DE LAVAGEM DAOZINHO","20091002","4520005","47805970","3363","1","NaN","NaN","NaN","NaN"
"POSTO DE LAVAGEM LAVA BEM","20060207","4520005","44001368","3515","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTO BAIXAO","20090728","4771701","48770000","3929","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTO GOMES","20040227","4771701","44730000","3401","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTO JEANNY","20050607","4771701","48960000","3655","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTO PEREIRA","19980519","4771701","44750000","3409","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS","19820714","4771701","45970000","3621","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS","20110819","4771701","44700000","3651","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS CONFIANCA","20000606","4789099","47160000","3977","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS FREITAS","20030206","4771701","44350000","3531","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS GOES CALMON","19960912","4771701","43700000","3913","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS GUARANI","20120203","4771701","45980000","3811","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS LETICIA","19941108","4771701","44345000","3267","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS MAIS SAUDE","20041130","4771701","44910000","3071","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS NOVA ESPERANCA","19911031","4771701","46690000","3301","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS NOVA VIDA","20090708","4771701","45810000","3807","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS SAO JORGE","20070605","4712100","47450000","3525","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS SENHOR DO BOMFIN","19920217","4771701","45040970","3965","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS SILVA","20070503","4771701","48850000","3641","1","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMENTOS UNIFARMA","19921216","4771701","44245000","3469","5","NaN","NaN","NaN","NaN"
"POSTO DE MEDICAMNETO MANDACARU","20081217","4771701","44620000","3351","1","NaN","NaN","NaN","NaN"
"POSTO DE MOLA SAO JORGE","20100709","4530703","48490000","3575","1","NaN","NaN","NaN","NaN"
"POSTO DE MOLAS FABRINE","20041022","4530703","45700000","3629","1","NaN","NaN","NaN","NaN"
"POSTO DE MOLAS RIO DE ONDAS","20050413","4530703","47806180","3363","1","NaN","NaN","NaN","NaN"
"POSTO DE SAUDE CALIXTO MIDLEJ","19910507","8888888","45602748","3597","5","NaN","NaN","NaN","NaN"
"POSTO DE SAUDE DILSON CORDIER","19910507","8630599","45602748","3597","5","NaN","NaN","NaN","NaN"
"POSTO DE SAUDE MOISES HAGE","19910507","8888888","45601060","3597","5","NaN","NaN","NaN","NaN"
"POSTO DO GORDO","19980706","9609299","45603425","3597","1","NaN","NaN","NaN","NaN"
"POSTO DOIS DE JULHO","20091005","4731800","40320710","3849","5","NaN","NaN","NaN","NaN"
"POSTO DONA MARIA MOTA","20100104","4784900","48904680","3669","5","NaN","NaN","NaN","NaN"
"POSTO E AUTO PECAS S JOAO","19931026","4731800","48705000","1110","3","NaN","NaN","NaN","NaN"
"POSTO ELITE","20110420","4731800","44695000","3083","5","NaN","NaN","NaN","NaN"
"POSTO ESSO 2 DE JULHO","19660906","4731800","45745000","3541","3","NaN","NaN","NaN","NaN"
"POSTO ESTRELA DO NORTE LTDA","20110406","4731800","48760000","3341","3","NaN","NaN","NaN","NaN"
"POSTO EXTREMO SUL","19921223","4731800","45900000","3437","3","NaN","NaN","NaN","NaN"
"POSTO FARMACEUTICO VITORIA","20110427","4771701","48800000","3731","1","NaN","NaN","NaN","NaN"
"POSTO FERRARI","19910619","4731800","45280000","3571","1","NaN","NaN","NaN","NaN"
"POSTO FLUMINENSE","19720908","5510801","45450000","3523","5","NaN","NaN","NaN","NaN"
"POSTO GIRASSOL","19830419","4731800","44790000","3419","3","NaN","NaN","NaN","NaN"
"POSTO GRANDE VALE","20080617","4731800","45490000","3677","3","NaN","NaN","NaN","NaN"
"POSTO INDEPENDENCIA","19660912","4731800","40040340","3849","5","NaN","NaN","NaN","NaN"
"POSTO INTERLAGOS","20050729","4731800","42840000","3413","1","NaN","NaN","NaN","NaN"
"POSTO ITAJAI LTDA","19920604","7020400","41810012","3849","5","NaN","NaN","NaN","NaN"
"POSTO ITAPORA","20040719","4731800","44340000","3747","5","NaN","NaN","NaN","NaN"
"POSTO ITORORO","20100806","4731800","45710000","3643","1","NaN","NaN","NaN","NaN"
"POSTO J. JUNIOR","20020607","4731800","44088455","3515","5","NaN","NaN","NaN","NaN"
"POSTO JAPU","20091109","4731800","48904570","3669","5","NaN","NaN","NaN","NaN"
"POSTO JARDIM IMPERIAL","20081016","4731800","42850000","3087","1","NaN","NaN","NaN","NaN"
"POSTO JOAO DURVAL","20031024","4731800","44003456","3515","5","NaN","NaN","NaN","NaN"
"POSTO JOSE NUNES","20011015","4731800","48790000","3937","5","NaN","NaN","NaN","NaN"
"POSTO JR","19840823","4731800","44720000","3725","3","NaN","NaN","NaN","NaN"
"POSTO JUAZEIRO","20061113","4731800","46130000","3339","3","NaN","NaN","NaN","NaN"
"POSTO JUNIOR","19810710","4731800","44850000","3735","1","NaN","NaN","NaN","NaN"
"POSTO JUNIOR","20110303","4731800","44910000","3071","5","NaN","NaN","NaN","NaN"
"POSTO JUSTINO MOTA","19990705","4731800","48922000","3669","3","NaN","NaN","NaN","NaN"
"POSTO LAPINHA","19990708","4731800","40325220","3849","5","NaN","NaN","NaN","NaN"
"POSTO LAVA RAPIDO DOMINGOS","19980515","5611203","46430000","3533","1","NaN","NaN","NaN","NaN"
"POSTO LIDER","20100722","4731800","45400000","3957","5","NaN","NaN","NaN","NaN"
"POSTO LIVRAMENTO","19861113","4731800","46140000","3691","3","NaN","NaN","NaN","NaN"
"POSTO M M","20051221","4731800","46790000","3601","5","NaN","NaN","NaN","NaN"
"POSTO MACRO","19901018","4731800","41290550","3849","5","NaN","NaN","NaN","NaN"
"POSTO MAR","20050524","4731800","48660000","3453","3","NaN","NaN","NaN","NaN"
"POSTO MARANATA","19990428","4731800","48700000","3909","1","NaN","NaN","NaN","NaN"
"POSTO MARCIO LTDA","19890822","4731800","48400000","3833","1","NaN","NaN","NaN","NaN"
"POSTO METRO E EXPRESS PNEUS","20040219","4731800","40265200","3849","5","NaN","NaN","NaN","NaN"
"POSTO MINAS BAHIA","19840710","4731800","46290000","3737","3","NaN","NaN","NaN","NaN"
"POSTO MIRA SERRA 2","19920722","4731800","45207466","3661","5","NaN","NaN","NaN","NaN"
"POSTO MIRAGEM","20010411","4731800","42700130","3685","5","NaN","NaN","NaN","NaN"
"POSTO MIRASSOL","19880627","4731800","45725000","3857","1","NaN","NaN","NaN","NaN"
"POSTO MORUMBI","20070525","4731800","45700000","3629","3","NaN","NaN","NaN","NaN"
"POSTO MYLENIUM II","20010626","4731800","45200970","3661","5","NaN","NaN","NaN","NaN"
"POSTO N SENHORA D JUDA","19670731","4731800","45825000","3117","5","NaN","NaN","NaN","NaN"
"POSTO NATUBA","19961007","4731800","48460000","3759","5","NaN","NaN","NaN","NaN"
"POSTO NAZARETH I","19991228","4731800","47640000","3863","1","NaN","NaN","NaN","NaN"
"POSTO NORDESTE","20070214","4731800","44001784","3515","5","NaN","NaN","NaN","NaN"
"POSTO NOVA ESPERANCA","20030513","4731800","46380000","3431","5","NaN","NaN","NaN","NaN"
"POSTO OASIS","19860904","4731800","46835000","3011","5","NaN","NaN","NaN","NaN"
"POSTO PARAMIRIM 33","20090130","4731800","46190000","3773","5","NaN","NaN","NaN","NaN"
"POSTO PATAXOS","19990408","4731800","45980000","3811","5","NaN","NaN","NaN","NaN"
"POSTO PAU A PIQUE","20040730","4731800","47300000","3443","3","NaN","NaN","NaN","NaN"
"POSTO PEDRAS","20051214","4731800","48500000","3513","3","NaN","NaN","NaN","NaN"
"POSTO PEREIRA ALVES","19761222","4731800","44715000","3961","3","NaN","NaN","NaN","NaN"
"POSTO PIAUS","20050131","4731800","48850972","3641","3","NaN","NaN","NaN","NaN"
"POSTO PIONEIRO","20080219","4731800","45700000","3629","3","NaN","NaN","NaN","NaN"
"POSTO PITANGUEIRAS","19850617","4731800","42801170","3413","5","NaN","NaN","NaN","NaN"
"POSTO PONTAL","20070927","4731800","46600000","3919","1","NaN","NaN","NaN","NaN"
"POSTO PONTAL MAR AZUL","19830621","4731800","45650780","3573","5","NaN","NaN","NaN","NaN"
"POSTO PONTEIO","19990524","4731800","46280000","3479","1","NaN","NaN","NaN","NaN"
"POSTO PORTAL DA ILHA","19990618","4731800","44570535","3873","5","NaN","NaN","NaN","NaN"
"POSTO PORTO BRASIL - MATRIZ L.E.M.","19990304","4731800","47850000","1112","5","NaN","NaN","NaN","NaN"
"POSTO PORTO SECO","19980521","4731800","41290550","3849","5","NaN","NaN","NaN","NaN"
"POSTO PRECO BOM","20081211","4731800","44695000","3083","5","NaN","NaN","NaN","NaN"
"POSTO PREMIUM","20041026","4731800","45810000","3807","5","NaN","NaN","NaN","NaN"
"POSTO PRESIDENTE","20060915","4731800","44088455","3515","5","NaN","NaN","NaN","NaN"
"POSTO R.E","20110812","4731800","44600000","3581","3","NaN","NaN","NaN","NaN"
"POSTO RADIAL","20110503","4731800","44036331","3515","5","NaN","NaN","NaN","NaN"
"POSTO REAL","20060320","4731800","48520000","3085","5","NaN","NaN","NaN","NaN"
"POSTO RENASCER","20060719","4731800","47350000","3903","1","NaN","NaN","NaN","NaN"
"POSTO RIACHAO","20120524","4731800","45130000","3395","1","NaN","NaN","NaN","NaN"
"POSTO RIBEIRO","19660905","4731800","46650000","3355","3","NaN","NaN","NaN","NaN"
"POSTO RIO VERMELHO","20031024","4731800","41940000","3849","5","NaN","NaN","NaN","NaN"
"POSTO RIVIERA","20040616","4731800","44080850","3515","5","NaN","NaN","NaN","NaN"
"POSTO RODOVIA","19660926","4731800","48500000","3513","3","NaN","NaN","NaN","NaN"
"POSTO SABRINA I","20061114","4731800","46140000","3691","5","NaN","NaN","NaN","NaN"
"POSTO SANTA LUZ","20021211","4731800","44500000","3445","3","NaN","NaN","NaN","NaN"
"POSTO SANTANA","20091027","4731800","47300000","3443","5","NaN","NaN","NaN","NaN"
"POSTO SANTO ANTONIO","19961014","4930203","47820000","3877","5","NaN","NaN","NaN","NaN"
"POSTO SAO BENEDITO","20040707","4731800","45440000","3753","1","NaN","NaN","NaN","NaN"
"POSTO SAO FELIPE","19971029","4731800","45000020","3965","5","NaN","NaN","NaN","NaN"
"POSTO SAO FELIX","20091020","4731800","47665000","3031","5","NaN","NaN","NaN","NaN"
"POSTO SAO JORGE","20020218","4731800","40230731","3849","5","NaN","NaN","NaN","NaN"
"POSTO SAO JOSE DO AVENNA","20081103","4731800","48290000","3619","1","NaN","NaN","NaN","NaN"
"POSTO SAO SEBASTIAO","20010104","4731800","45520000","3715","1","NaN","NaN","NaN","NaN"
"POSTO SAO VICENTE","19941104","4731800","46880000","3595","1","NaN","NaN","NaN","NaN"
"POSTO SENHOR DO BONFIM","20070814","4731800","41204025","3849","5","NaN","NaN","NaN","NaN"
"POSTO SETOR","20060308","4731800","48770000","3929","1","NaN","NaN","NaN","NaN"
"POSTO SHALOM","20091027","4731800","44160000","3921","5","NaN","NaN","NaN","NaN"
"POSTO SHELL PARALELA II","20031024","4731800","41130530","3849","5","NaN","NaN","NaN","NaN"
"POSTO SIGA BEM","19980416","4731800","46900000","3897","5","NaN","NaN","NaN","NaN"
"POSTO SINAL VERDE","19940407","4731800","45051370","3965","1","NaN","NaN","NaN","NaN"
"POSTO SR. DO BOMFIM","20000214","4731800","45880000","3411","5","NaN","NaN","NaN","NaN"
"POSTO SUBAUMA","20050321","4731800","48180000","3509","1","NaN","NaN","NaN","NaN"
"POSTO TANQUINHO","20090814","4731800","44905000","3973","5","NaN","NaN","NaN","NaN"
"POSTO TEUNA","19820315","4731800","45600201","3597","3","NaN","NaN","NaN","NaN"
"POSTO THAY & THI","19921217","4731800","45370000","3585","5","NaN","NaN","NaN","NaN"
"POSTO TRAVESSAO","19861016","4731800","45445000","3415","5","NaN","NaN","NaN","NaN"
"POSTO TREVO","19900712","4731800","42816000","3413","5","NaN","NaN","NaN","NaN"
"POSTO TRIUNFENSE 2","20140515","4731800","48455000","3015","1","NaN","NaN","NaN","NaN"
"POSTO TRIUNFO","20101020","4731800","46650000","3355","1","NaN","NaN","NaN","NaN"
"POSTO TURMALINA","20080417","4731800","46100000","3391","5","NaN","NaN","NaN","NaN"
"POSTO VASCO DA GAMA","19951016","4731800","40240090","3849","5","NaN","NaN","NaN","NaN"
"POSTO VASCO DA GAMA","19930928","4731800","40286000","3849","5","NaN","NaN","NaN","NaN"
"POSTO VEREDA","20040121","4731800","45955000","3051","3","NaN","NaN","NaN","NaN"
"POSTO VITORIA","20041014","4731800","44780000","3335","3","NaN","NaN","NaN","NaN"
"POSTO VITORIA","20081126","4731800","48430000","3777","3","NaN","NaN","NaN","NaN"
"POSTO VITORIA","20100329","4731800","44530000","3891","1","NaN","NaN","NaN","NaN"
"POSTO Z R","20070404","4731800","48680000","3303","1","NaN","NaN","NaN","NaN"
"POSTOS REIS","20100302","4731800","48905680","3669","1","NaN","NaN","NaN","NaN"
"POSTURA ATIVA","20081112","8650004","40280000","3849","1","NaN","NaN","NaN","NaN"
"POTEN CIA","20001211","4120400","42700130","3685","3","NaN","NaN","NaN","NaN"
"POTENCIAL - ENGENHARIA E CONSTRUCOES","20030926","4292802","42850000","3087","5","NaN","NaN","NaN","NaN"
"POTENCIAL AUTO MECANICA","20040429","4520001","47806260","3363","1","NaN","NaN","NaN","NaN"
"POTIGAS","19960726","4784900","45790000","3809","1","NaN","NaN","NaN","NaN"
"POURESLACT","20010919","4729699","44770000","3793","1","NaN","NaN","NaN","NaN"
"POUSADA 3 ESPACO","20111117","5510801","45400000","3957","1","NaN","NaN","NaN","NaN"
"POUSADA A CABANA","20060822","5590699","44190000","3875","1","NaN","NaN","NaN","NaN"
"POUSADA ABARE","19981020","5510801","48680000","3303","1","NaN","NaN","NaN","NaN"
"POUSADA ACONCHEGO","20110912","5510801","45428000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA ACONCHEGO","20120213","5590699","46940000","3771","1","NaN","NaN","NaN","NaN"
"POUSADA AGUA VIVA","19980406","5510801","47810475","3363","1","NaN","NaN","NaN","NaN"
"POUSADA ALDEIA","20110928","5510801","45426000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA ARAUJO","20090212","5510801","47802210","3363","1","NaN","NaN","NaN","NaN"
"POUSADA ATALAIA","20070529","5510801","46810000","3955","1","NaN","NaN","NaN","NaN"
"POUSADA AZEVEDO","19970912","5510801","46140000","3691","1","NaN","NaN","NaN","NaN"
"POUSADA BEMTEVI","20140512","5510801","45818000","3807","1","NaN","NaN","NaN","NaN"
"POUSADA BEU","20050727","5510801","44850000","3735","1","NaN","NaN","NaN","NaN"
"POUSADA BOI VALENTE","20081007","5510801","48890000","3959","1","NaN","NaN","NaN","NaN"
"POUSADA BRANCA","20140603","5510801","45860000","3425","1","NaN","NaN","NaN","NaN"
"POUSADA CAEIRA","19920122","5510801","45420000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA CAPITU IMBASSAI","20080909","5510801","48280000","3721","5","NaN","NaN","NaN","NaN"
"POUSADA CHAUA","19891226","5510801","45810000","3807","1","NaN","NaN","NaN","NaN"
"POUSADA CHIC NCHOC","20110919","5510801","45420000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA COPACABANA","20111013","5590699","45659225","3573","1","NaN","NaN","NaN","NaN"
"POUSADA CORAL DE FOGO","19950901","5510801","45980000","3811","1","NaN","NaN","NaN","NaN"
"POUSADA COSTA SUL","20100810","5510801","45980000","3811","1","NaN","NaN","NaN","NaN"
"POUSADA DA DINDA","19930202","5590603","48280000","3721","1","NaN","NaN","NaN","NaN"
"POUSADA DA NICE","20051117","5611201","48750000","3823","1","NaN","NaN","NaN","NaN"
"POUSADA DA PAZ","19931123","5590603","45530000","3599","1","NaN","NaN","NaN","NaN"
"POUSADA DIVISA","19991021","4729602","47990000","3521","1","NaN","NaN","NaN","NaN"
"POUSADA DO BOSQUE","19920327","5590699","45630000","3611","1","NaN","NaN","NaN","NaN"
"POUSADA DO CACAU","20120116","5510801","45816000","3807","1","NaN","NaN","NaN","NaN"
"POUSADA DO COSTINHA","20011005","5510801","45530000","3599","1","NaN","NaN","NaN","NaN"
"POUSADA DO PILAR","20100309","5510801","40301280","3849","1","NaN","NaN","NaN","NaN"
"POUSADA DO PORTO","20080714","5510801","44430000","3713","1","NaN","NaN","NaN","NaN"
"POUSADA E CHURRASCARIA RECANTO DO SONO","20050107","5510801","45315000","3727","1","NaN","NaN","NaN","NaN"
"POUSADA E CHURRASCARIA VANADIO","20051026","5510801","45360000","3711","1","NaN","NaN","NaN","NaN"
"POUSADA E RESTARANTE CAFARNAUM","20050406","5510801","44880000","3405","1","NaN","NaN","NaN","NaN"
"POUSADA E RESTAURANTE CAPIM SANTO LTDA.","19860902","5510801","45818000","3807","3","NaN","NaN","NaN","NaN"
"POUSADA E RESTAURANTE RECANTO DAS ALGAROBAS","20070710","5510801","46980000","3589","1","NaN","NaN","NaN","NaN"
"POUSADA E RESTAURANTE SABOR DA TERRA","20081212","5611201","43700000","3913","1","NaN","NaN","NaN","NaN"
"POUSADA ECOLOGICA DAS BROMELIAS","19970815","5510801","44850000","3735","3","NaN","NaN","NaN","NaN"
"POUSADA ENCANTO DA LUA","20040511","5510801","45428000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA ESTRELA D'AGUA","19981127","5510801","45818000","3807","5","NaN","NaN","NaN","NaN"
"POUSADA ESTRELAS DE JAKUARA","20000224","5510801","45810000","3807","1","NaN","NaN","NaN","NaN"
"POUSADA EXECUTIVA","20081121","5510801","45880970","3411","1","NaN","NaN","NaN","NaN"
"POUSADA FAROL DO MORRO","19861209","5022002","40010030","3849","1","NaN","NaN","NaN","NaN"
"POUSADA FLAMBOYAN","20041209","5590699","46170000","3835","1","NaN","NaN","NaN","NaN"
"POUSADA LOVE STORY","19990325","5510801","46880000","3595","1","NaN","NaN","NaN","NaN"
"POUSADA LUA DE CRISTAL","20061215","5510803","44024066","3515","1","NaN","NaN","NaN","NaN"
"POUSADA LUAR DAS AGUAS","19981217","5510801","45426000","3407","1","NaN","NaN","NaN","NaN"
"POUSADA MARIA DE FIRMINO","20010118","5510801","45520000","3715","1","NaN","NaN","NaN","NaN"
"POUSADA MARIA MARINHA","20031113","5510801","45530000","3599","1","NaN","NaN","NaN","NaN"
"POUSADA MELO","20110527","5510801","45960000","3723","1","NaN","NaN","NaN","NaN"
"POUSADA MENINA BONITA","20010830","5510801","45360000","3711","1","NaN","NaN","NaN","NaN"
"POUSADA MORADA DO SOL","20070831","5510801","46810000","3955","1","NaN","NaN","NaN","NaN"
"POUSADA N. SENHORA APARECIDA","20050808","5590699","45760000","3695","1","NaN","NaN","NaN","NaN"
"POUSADA NAINAS","20031112","5510802","45530000","3599","1","NaN","NaN","NaN","NaN"
"POUSADA NOVO TEMPO","20100323","5510801","42706710","3685","3","NaN","NaN","NaN","NaN"
"POUSADA OXUMARE","19790205","5510801","44350000","3531","1","NaN","NaN","NaN","NaN"
"POUSADA PARAISO","20100217","5611201","44245000","3469","1","NaN","NaN","NaN","NaN"
"POUSADA PARAISO DAS AGUAS","20110713","5510801","48793000","3937","1","NaN","NaN","NaN","NaN"
